app_text_sec,sec
youtube_api_key,AIzaSyA1UXXtMmvYcsJpcUMCXRENdi_gDYXPpe0
server_not_found,Server ikke fundet
authorization_error,Autorisation Fejl
check_internet_connection,Netværksforbindelse Error.Please tjek din internetforbindelse
parse_error,Tolker Fejl i API
app_text_share_log,Del Log
app_text_payment_failed_contact_support,Din ordre kunne ikke behandles. Venligst kontakt support for eventuelle forespørgsler
app_text_choose_payment_method,Vælg betalingsmetode
app_text_no_payment_method,Ingen Betalingsmetode (er) fundet!
app_text_no_payment_currently,Der er ingen betalingsmetode i øjeblikket.
app_text_no_make_payment,Du vandt \ 't være i stand til at foretage betaling som denne mobile app er setup for demo-formål.
app_text_make_payment_after_select,Du kan foretage betaling efter at have valgt en hvilken som helst betalingsmetode!
app_text_title_paypal_payment,PayPal Payment
app_text_order_total_price,Bestil Samlet pris
app_text_user_cancelled_the_payment,Bruger annulleret betalingen
app_text_invalid_payment_try_again,Ugyldig betaling. Venligt prøve igen
app_text_wishlist_item_removed,Vare fjernet fra ønskeliste.
app_text_wishlist_item_added,Vare tilføjet til ønskeliste
app_text_subject,Hey Check det ud!
app_text_text_extra_share,Findes her:
app_text_share_intent_title,Del
app_text_error_product_name_url,produktnavn eller url Den kan være tom.
app_text_tag_error,Fejl
app_text_view_your_store,Se din butik
app_text_view_demo,Se demo
app_text_currency,Valuta (s)
app_text_same_as_shipping_details,Samme som leveringsadresse
app_text_billing_details,Faktureringsdetaljer
app_text_shipping_addresses,Leveringsadresse (r)
app_text_billing_addresses,Faktureringsadresse (r)
app_text_billing_address,Betalingsadresse
app_text_sellers,Sælgere
app_text_seller,Sælger
app_text_seller_shipping_policy,Forsendelse Politik
app_text_seller_return_policy,Returpolitik
app_text_review_title,Titel *
app_text_review_comment,Kommentar *
app_text_review_rating,Bedømmelse *
app_text_filter_products,Filter Produkt (er)
app_text_select_category,Vælg Kategori
app_text_select_sort,Vælg Sortering
app_text_clear,Klar
app_text_edit,Redigere
app_text_cart,Vogn
app_text_move_to_cart,Flyt til indkøbsvogn
app_text_no_shipping_method_available,Ingen Shipping metode til rådighed
app_text_module_not_installed,Kontakt din administrator for at se data på denne side.
app_text_no_data_found,Ingen data fundet!
app_text_enter_coupon_code,Indtast kuponkode
app_text_apply_coupon,Anvend kupon
app_text_add_more_in_cart,Tilsæt mere i vogn til stedet denne ordre
app_text_shipping_details,Forsendelsesdetaljer
app_text_choose_app_theme,Vælg din app Tema
app_text_enter_store_url,Indtast din butik webadresse
app_text_sample_store_url,Eks: http://your_store.com/
app_text_downloads,Downloads
app_text_done,Færdig
app_text_posted_on,Opslået på:
app_text_commented_by,Kommenteret af:
app_text_seller_comment,Kommentar:
app_text_open,Åben
app_text_order_status,Åben
app_text_special_products,Special Products
app_text_product_information,produkt information
app_text_featured_products,Feature Produkter
app_text_requested_gift_order,Du har bedt om gaveindpakning for denne ordre
app_text_step_one_of_three,trin 1/3
app_text_review_checkout,anmeldelse bestilling
app_text_your_wishlist_is_empty,Din ønskeliste er tom!
app_text_no_shipping_method,Ingen Shipping metode til rådighed
app_text_no_order_found,Ingen Order fundet!
app_text_percent_off,% af
app_text_coupon_length_validation,Kuponkode karakterer skal være større end eller lig med 4.
app_text_coupon_code_removed,Kupon rabat er blevet fjernet!
app_text_facebook_login_cancelled,Facebook login er blevet annulleret.
app_text_facebook_login_failure,Facebook login Fejl:
app_text_login_failed,Login mislykkedes!
app_text_wrong_url_install_mab,Du har måske indtastet forkert URL eller du ikke har installeret vores mobile App Builder modul.
app_text_install_module,Installer modul
app_text_text_loading,Indlæser
app_text_text_exception,Undtagelse:
app_text_msg_reset_password_click,Du kan nulstille din adgangskode ved at klikke \ 'Glem adgangskode \'!
app_text_login_from_here,Du kan logge ind i butikken herfra!
app_text_login_from_facebook_account,Du kan også logge ind i butikken fra din Facebook-konto!
app_text_login_from_google_account,Du kan også logge ind i butikken fra din Google-konto!
app_text_text_warning,Advarsel!
app_text_update_address_if_exists,Du kan opdatere leveringsadresse eller vælge en anden adresse, hvis der findes!
app_text_continue_to_checkout_click_msg,Du kan kassen Artikler i indkøbskurv ved at klikke på knappen \ 'Fortsæt til
#VALUE!
#VALUE!
app_text_please_enter_store_url,Indtast butik URL
app_text_product_not_desired_quantity,Nogle af produkterne i vognen er ikke tilgængelige i den ønskede mængde eller ikke er på lager. Vær venlig
#VALUE!
#VALUE!
app_text_select_shipping_methods,Vælg Forsendelse Metode (r)
app_text_send_email,Send e-mail...
app_text_error_in_google_sign_in,Nogle fejl i google login.Please prøve igen.
app_text_process_payment_problem,Der opstod nogle fejl under behandling betalingen. Venligt prøv igen.
app_text_text_state,Stat
app_text_update_address,opdater Adresse
app_text_unit_price,Pris per stk
app_text_total_price,Total pris
app_text_text_totals,totaler
app_text_text_success,Succes!
app_text_sale,Salg
app_text_new,Ny
app_text_title_payment_paypal,PayPal Payment
app_text_extra_share,Findes her:
app_text_intent_title,Del
app_text_ok,Okay
app_text_choose_your_app_theme,Vælg din app Tema
app_text_terms_and_conditions,Vilkår og betingelser for brug
app_text_wishlist_only,ønskeliste
app_text_wishlist_remove,Fjern fra ønskeliste
app_text_state_not_required,Stat ikke påkrævet for valgte land
app_text_currencies,Valuta (s)
app_text_payment_failed,Der opstod nogle fejl under behandling betalingen. Venligt prøve igen
app_text_entered_wrong_url,Du har måske indtastet forkert URL eller du ikke har installeret vores mobile app builder bodule.
app_text_choose_your_app_theme,Vælg din app Tema
app_text_fill_all_required_fields,Udfyld alle de obligatoriske felter.
appgetwishlist_694e8d1f2ee056f98ee488bdc4982d73,Antal
appgetwishlist_6665e3761028c84e1d228de3432229ed,SKU
appgetwishlist_287234a1ff35a314b5b6bc4e5828e745,Egenskaber
app_text_share_feedback,Del tilbagemeldinger / Brugerdefineret ændringsanmodning
app_text_install_whatsapp,Whatsapp er ikke installeret på din enhed
app_text_no_account_registered,Ingen konto er registreret for biometrisk autentificering i denne enhed. Registrer venligst en konto
#VALUE!
#VALUE!
app_text_confirm_for_authentication,Bekræft dit fingeraftryk eller ansigt til godkendelse.
app_text_login_with_fingerprint,Login med Fingeraftryk
app_text_register_for_fingerprint,Tilmeld dig Fingeraftryk Login
app_text_biometric_not_available,Biometrisk autentificering er ikke tilgængelig for denne enhed.
app_text_fingerprint_not_recognized,Touch-id genkender ikke dit fingeraftryk. Prøv venligst igen med din tilmeldt fingeraftryk.
app_text_face_not_recognizes,Face ID genkender ikke dit ansigt. Prøv venligst igen med dit tilmeldt ansigt.
app_text_fingerprint_or_face_not_enrolled,Ingen fingeraftryk / ansigt indskrevet i enheden.
app_text_biometry_locked_out,Funktionalitet er låst nu, på grund af for mange mislykkede forsøg.
app_text_register_for_fingerpring,Tilmeld dig Fingeraftryk
app_text_register_for_fingerprint_details,Ønsker du at registrere denne konto for fingeraftryk funktionalitet. Når det er gjort, kan du logge ind
#VALUE!
into this account without using email Id or password,bare bruge fingeraftryk."
app_text_register,Tilmeld
app_text_verify,Verificere
app_text_get_otp,Få OTP
app_text_mobile_number,Mobilnummer
app_text_mobile_number_optional,Mobilnummer (valgfri)
app_text_error_number_verification,Mobil nummer kunne ikke bekræftes! Prøv venligst igen med den korrekte OTP nummer!
app_text_phone_number_already_exists,Telefonnummer er allerede registreret. Prøv venligst igen med et andet telefonnummer!
app_text_number_verification,Nummer Verifikation
app_text_number_verification_description,Du skal bekræfte telefonnummeret. Indtast telefonnummeret, og indsende
app_text_login_with_phone_number,Login med telefonnummer
app_text_fingerprint_not_available,? Fingeraftryksgodkendelse er ikke tilgængelig i denne enhed!
app_text_fingerprint_not_enrolled,? Ingen fingeraftryk indskrevet i enheden.
app_text_android_marshmallow_required,? Mindst Android Marshmallow er forpligtet til at støtte godkendelse af fingeraftryk.
app_text_fingerprint_error_try_again,? Der er nogle fejl med fingeraftryk. Prøv igen, eller fortsætte uden fingeraftryk!
app_text_fingerprint_wipe_sensor_try_again,? Der kan være nogle støv på fingeraftrykssensoren. Venligst tørre det, og prøv igen.
app_text_place_your_finger_on_sensor,? Sæt fingeren på sensoren for at fortsætte
app_text_please_login,Vær venlig at logge ind
app_text_book_now,Book nu
app_text_categories,Catgeories
app_text_check_in,Check-In
app_text_booking_check_out,Check-Out
app_text_allowed_guest,tilladt gæst
app_text_maximum_allowed_adult,Maksimal tilladt Voksen
app_text_maximum_allowed_child,Maksimal tilladt Child
app_text_other_information,Andre oplysninger
app_text_room_type,Værelses type
app_text_room_category,Room Kategori
app_text_room_facilities,værelsesfaciliteter
app_text_price_rule_applicable,pris regel
app_text_time_Slot,Tidsvindue
app_text_appointment,Aftale
app_text_booking_selected_date_validation_message,Den valgte dato skal være mellem disse datoer
app_text_book,Bestil
appgetgdprdatainformation_f86e1ed0fcc5e8aa8de058e9fcf8e472,ADRESSER
appgetgdprdatainformation_ab2fad6a9f7c58c2c0dabdb6c89213f1,ORDRE:% S
appgetgdprdatainformation_b013fd4f0c4f80a1812c7a5ebd00bd80,PERSONLIG INFORMATION
appgetgdprdatainformation_88183b946cc5f0e8c96b2e66e1c74a7e,Ukendt
appgetgdprdatainformation_93cba07454f06a4a960172bbd6e2a435,Ja
appgetgdprdatainformation_bafd7322c6e97d25b6299b5d6fe8920b,Ingen
appgetgdprdatainformation_a00acc9b49d721d1e3006715a0ce7014,E-mail-adresse er ikke gyldig
appgetgdprdatainformation_dcf951059ca444f87d296d3b192783e6,Kunden med denne e eksisterer ikke
appdeletegdpruserdata_511a8014fbf25d84cb3c7c814c2b5483,Din BNPR konto Anmodning om sletning er blevet registreret.
appdeletegdpruserdata_6efac012955cefa735d14dda916613aa,Kunden har anmodet om BNPR Slet Request
appdeletegdpruserdata_a00acc9b49d721d1e3006715a0ce7014,E-mail-adresse er ikke gyldig
appdeletegdpruserdata_dcf951059ca444f87d296d3b192783e6,Kunden med denne e eksisterer ikke
app_text_gdpr_download_completed,Hent Afsluttet
app_text_gdpr_downloading,Downloading
app_text_gdpr_deleting,Sletning
app_text_gdpr_deleted_successfully,slettet
app_text_delete_gdpr_confirm,Er du sikker på at du vil slette BNPR?
app_text_gdpr_terms_and_conditions,Enige om at vilkår og betingelser
app_text_gdpr_please_select_terms_and_conditions,Vælg Vilkår og betingelser
app_text_clickable_terms_and_conditions,Vilkår og betingelser
app_text_gdpr,BNPR
app_text_gdpr_data,Få BNPR data
app_text_delete_gdpr_data,Slet BNPR data
app_text_en,engelsk
app_text_fr,fransk
app_text_it,Italien
app_text_es,spansk
app_text_select_store,Vælg Store
appgetproductreviews_04ed5396be771c71ecc89b3beb627684,mangler Produkt id
appgetproductreviews_dfbe69c6d9568ecb0e65e7b32ed92a3a,Produkt blev ikke fundet
appsaveproductreview_04ed5396be771c71ecc89b3beb627684,mangler Produkt id
appsaveproductreview_7b0bf23ae4079e07a3a4cb4d07e2caef,Titel er forkert
appsaveproductreview_ff61313e7f090210936803bf11b99d66,Indhold er forkert
appsaveproductreview_d0b566215a7d2832a71fa7ba92c4af52,Kundens navn er forkert
appsaveproductreview_2bfbf82ebfcb2d801a9dc4a29c3691c4,Du skal give en rating højere end
appsaveproductreview_dfbe69c6d9568ecb0e65e7b32ed92a3a,Produkt blev ikke fundet
appsaveproductreview_26510b8eb6e6053f5e91d51171967ca9,Du skal have forbindelse med henblik på at sende en kommentar
appsaveproductreview_a201fbadca94d310a1b62407cdc775d5,Du skal give en rating
app_text_related_products,Relaterede produkter
app_text_view_reviews,Se anmeldelser
app_text_write_reviews,Skriv anmeldelser
app_text_please_fill_all_details,Udfyld venligst alle detaljer
app_text_close,Tæt
app_text_add_review,Tilføj bedømmelse
app_text_write_a_review,Skrive en anmeldelse
app_text_nick,Nick
app_text_title,Titel
app_text_no_reviews,Ingen anmeldelser for produktet
app_text_number_of_reviews,Antal anmeldelser
app_text_minimum_rating,Tilføj venligst minimumsrating
app_text_error,Fejl
appaddtocart_633c9c12e2647252645966d6b9824f3a,Du kan ikke tilføje flere sælger produkter i indkøbskurven
appaddtocart_aab566f5283414c864790338c8d3478a,Den ønskede produkt er ikke i dit område
appgetcategorydetails_41568bcd589d0dd32ba4c0744d7e5dcb,Ledige produkter
appgethome_58fc1075544f0907c091693143738af5,Nær ved produkter
app_text_fill_the_text_field,Udfyld tekstfeltet
app_text_confirm,Bekræfte
app_text_location_name,Placering Navn
app_text_enable_location,Aktivér placering
app_text_pick_manually,Pick manuelt
app_text_select_location,Vælg Sted
app_text_fill_location,Vælg placering
app_text_add_location,Tilføj din placering
app_text_message_set_location,Set Beliggenhed
app_text_select_location_to_continue,Vælg venligst sted at fortsætte.
app_text_adding,Tilføjelse ...
app_text_msg_multiseller_error,Mutiseller Produkter kan ikke lægges i kurven
app_text_msg_not_in_range,Produkt ikke tilgængelig i valgte sted.
app_hyperlocal_checkout_error,Følgende produkter er ikke tilgængelige
app_text_get_current_location,Få aktuelle placering
app_text_get_existing_addresses,Brug eksisterende adresser
app_text_location_not_found,Placering ikke fundet.
app_text_exit,Afslut
app_text_location_not_fornt,Placering ikke fundet.
